epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,97.1155,1.36082,0.96365,1.23308,0.93143,0.92097,0.97145,0.62228,1.21109,0.83244,1.27088,0.0018812,0.0018812,0.0018812
32,100.114,1.30073,0.89704,1.22601,0.89627,0.90678,0.95683,0.58692,1.28555,0.88329,1.31074,0.00187724,0.00187724,0.00187724
33,103.099,1.26559,0.8864,1.18567,0.94682,0.90522,0.96365,0.60303,1.23064,0.83113,1.23623,0.00187328,0.00187328,0.00187328
34,106.241,1.33837,0.96156,1.22511,0.89924,0.94915,0.97599,0.6476,1.14313,0.86353,1.21518,0.00186932,0.00186932,0.00186932
35,109.212,1.31078,0.89285,1.20457,0.92569,0.95763,0.98091,0.63129,1.19219,0.80158,1.26159,0.00186536,0.00186536,0.00186536
36,112.209,1.28093,0.8801,1.18768,0.93204,0.92982,0.97747,0.65259,1.15623,0.81149,1.22539,0.0018614,0.0018614,0.0018614
37,115.258,1.30367,0.90874,1.21686,0.94783,0.92386,0.97816,0.63403,1.20154,0.82515,1.27287,0.00185744,0.00185744,0.00185744
38,118.525,1.29845,0.89009,1.22691,0.91802,0.94915,0.97502,0.58622,1.27646,0.84119,1.38691,0.00185348,0.00185348,0.00185348
39,121.586,1.28973,0.89237,1.22414,0.94101,0.95763,0.97805,0.64399,1.19312,0.80137,1.27033,0.00184952,0.00184952,0.00184952
40,124.633,1.27142,0.88491,1.18676,0.87509,0.94068,0.94527,0.62162,1.18836,0.84092,1.18984,0.00184556,0.00184556,0.00184556
41,127.626,1.24429,0.85426,1.17932,0.91194,0.90678,0.95914,0.64017,1.17718,0.82027,1.1759,0.0018416,0.0018416,0.0018416
42,130.663,1.28023,0.846,1.1809,0.92172,0.91525,0.96203,0.59555,1.28895,0.87208,1.26049,0.00183764,0.00183764,0.00183764
43,133.693,1.2902,0.88839,1.21489,0.91202,0.96634,0.98317,0.65263,1.09932,0.83366,1.20798,0.00183368,0.00183368,0.00183368
44,136.901,1.2754,0.82395,1.18567,0.9101,0.94378,0.96926,0.63659,1.21242,0.77001,1.24639,0.00182972,0.00182972,0.00182972
45,139.914,1.28904,0.83353,1.1773,0.91797,0.94832,0.97655,0.62226,1.21041,0.80062,1.23594,0.00182576,0.00182576,0.00182576
46,142.883,1.24361,0.8652,1.18868,0.92581,0.94068,0.97945,0.59582,1.30827,0.8578,1.30236,0.0018218,0.0018218,0.0018218
47,145.9,1.27823,0.83419,1.19389,0.89891,0.94068,0.96813,0.61431,1.24007,0.81299,1.2608,0.00181784,0.00181784,0.00181784
48,148.911,1.30112,0.86598,1.18391,0.93082,0.9322,0.97876,0.60805,1.25194,0.85749,1.31741,0.00181388,0.00181388,0.00181388
49,151.927,1.21787,0.79763,1.15762,0.98203,0.92651,0.98688,0.68354,1.1138,0.73406,1.1989,0.00180992,0.00180992,0.00180992
50,154.958,1.26981,0.83439,1.18185,0.96517,0.93948,0.9763,0.64658,1.1597,0.81869,1.22826,0.00180596,0.00180596,0.00180596
51,157.985,1.23422,0.82663,1.14779,0.9728,0.9661,0.98619,0.64479,1.16145,0.79138,1.26979,0.001802,0.001802,0.001802
52,161.181,1.22653,0.78564,1.16375,0.90928,0.94068,0.97743,0.62909,1.16449,0.79237,1.22777,0.00179804,0.00179804,0.00179804
53,164.158,1.17988,0.80283,1.16626,0.92912,0.9661,0.98189,0.67756,1.07485,0.76515,1.16866,0.00179408,0.00179408,0.00179408
54,167.073,1.22953,0.81934,1.15364,0.9454,0.94915,0.97868,0.62994,1.1172,0.7862,1.20352,0.00179012,0.00179012,0.00179012
55,170.189,1.23358,0.83006,1.17897,0.92697,0.94068,0.9846,0.64851,1.13924,0.79508,1.24161,0.00178616,0.00178616,0.00178616
56,173.194,1.21562,0.80972,1.16424,0.91041,0.94733,0.97411,0.64167,1.12958,0.78101,1.22573,0.0017822,0.0017822,0.0017822
57,176.211,1.24972,0.81357,1.19201,0.93847,0.90486,0.9573,0.61637,1.22734,0.80506,1.25961,0.00177824,0.00177824,0.00177824
58,179.285,1.2568,0.83421,1.19541,0.95689,0.94915,0.98559,0.65389,1.20302,0.74405,1.27814,0.00177428,0.00177428,0.00177428
59,182.241,1.18355,0.78967,1.1632,0.97416,0.94068,0.98763,0.68139,1.10171,0.70857,1.179,0.00177032,0.00177032,0.00177032
60,185.338,1.18425,0.76056,1.14509,0.95673,0.93685,0.98426,0.67375,1.11009,0.7092,1.18246,0.00176636,0.00176636,0.00176636
61,188.369,1.13633,0.75838,1.12679,0.95453,0.95763,0.98398,0.65092,1.19269,0.71925,1.25688,0.0017624,0.0017624,0.0017624
62,191.409,1.1861,0.77604,1.14213,0.93408,0.94915,0.98333,0.66138,1.1304,0.74299,1.21557,0.00175844,0.00175844,0.00175844
63,194.49,1.19289,0.75131,1.15168,0.95585,0.9661,0.97743,0.64287,1.15566,0.73632,1.25779,0.00175448,0.00175448,0.00175448
64,197.461,1.14888,0.74539,1.13953,0.93425,0.96336,0.98615,0.674,1.10369,0.72446,1.21539,0.00175052,0.00175052,0.00175052
65,200.632,1.21236,0.76938,1.16128,0.93068,0.9661,0.97823,0.64803,1.15637,0.76199,1.24555,0.00174656,0.00174656,0.00174656
66,203.751,1.19168,0.76546,1.1288,0.94125,0.95034,0.98142,0.64498,1.18112,0.74732,1.2579,0.0017426,0.0017426,0.0017426
67,206.792,1.19153,0.76096,1.1509,0.96601,0.96354,0.98736,0.65133,1.17221,0.72464,1.26596,0.00173864,0.00173864,0.00173864
68,209.932,1.1946,0.79015,1.15177,0.91948,0.96776,0.98275,0.6858,1.03773,0.73044,1.14569,0.00173468,0.00173468,0.00173468
69,212.962,1.16748,0.7734,1.12352,0.95486,0.9661,0.98645,0.69045,1.0677,0.69257,1.17023,0.00173072,0.00173072,0.00173072
70,216.002,1.14155,0.73602,1.11871,0.9529,0.95763,0.98671,0.72164,1.03221,0.67228,1.15772,0.00172676,0.00172676,0.00172676
71,218.987,1.10413,0.7063,1.1204,0.95727,0.97458,0.98871,0.64216,1.18318,0.73656,1.18986,0.0017228,0.0017228,0.0017228
72,222.057,1.17287,0.75202,1.136,0.95162,0.97458,0.98099,0.69732,1.05041,0.69128,1.14175,0.00171884,0.00171884,0.00171884
73,225.1,1.15671,0.73142,1.11933,0.94203,0.96399,0.98711,0.69221,1.04667,0.73579,1.15406,0.00171488,0.00171488,0.00171488
74,228.332,1.17723,0.76987,1.12548,0.92594,0.97458,0.98621,0.68176,1.03268,0.71576,1.1271,0.00171092,0.00171092,0.00171092
75,231.374,1.13282,0.73128,1.10597,0.95704,0.94068,0.9856,0.69152,1.05397,0.71357,1.15463,0.00170696,0.00170696,0.00170696
76,234.558,1.12989,0.7274,1.10922,0.9615,0.95763,0.98574,0.65687,1.1253,0.75287,1.23983,0.001703,0.001703,0.001703
77,237.555,1.16174,0.7258,1.14019,0.97705,0.9661,0.98991,0.67181,1.11386,0.74429,1.2213,0.00169904,0.00169904,0.00169904
78,240.674,1.17143,0.7331,1.11643,0.97406,0.95454,0.99055,0.67886,1.15117,0.71337,1.22556,0.00169508,0.00169508,0.00169508
79,243.753,1.15477,0.73924,1.11451,0.95764,0.95783,0.985,0.64999,1.18953,0.73474,1.20678,0.00169112,0.00169112,0.00169112
80,246.872,1.08526,0.6885,1.09155,0.98033,0.98305,0.99004,0.65651,1.14848,0.7146,1.19598,0.00168716,0.00168716,0.00168716
81,249.834,1.16205,0.70676,1.11739,0.97474,0.98103,0.99127,0.65601,1.15393,0.69168,1.20322,0.0016832,0.0016832,0.0016832
82,252.941,1.16844,0.73294,1.11041,0.96564,0.98305,0.99203,0.68403,1.08589,0.6458,1.14188,0.00167924,0.00167924,0.00167924
83,256.074,1.11653,0.71935,1.09783,0.96042,0.99153,0.99354,0.67928,1.10804,0.66785,1.18022,0.00167528,0.00167528,0.00167528
84,259.088,1.12687,0.70658,1.10648,0.97466,0.97802,0.99213,0.67361,1.1413,0.66959,1.20554,0.00167132,0.00167132,0.00167132
85,262.092,1.07556,0.69388,1.10093,0.94234,0.98305,0.98681,0.68438,1.092,0.68951,1.20034,0.00166736,0.00166736,0.00166736
86,265.096,1.12269,0.71004,1.10536,0.94336,0.98813,0.99162,0.67711,1.14992,0.68647,1.23516,0.0016634,0.0016634,0.0016634
87,268.143,1.10481,0.69559,1.11863,0.94631,0.9661,0.98939,0.69905,1.03414,0.69542,1.17042,0.00165944,0.00165944,0.00165944
88,271.176,1.12245,0.71699,1.11157,0.95829,0.9661,0.98828,0.67826,1.06037,0.72349,1.18002,0.00165548,0.00165548,0.00165548
89,274.174,1.12532,0.68706,1.08271,0.95046,0.98305,0.99228,0.67459,1.07731,0.69298,1.18241,0.00165152,0.00165152,0.00165152
90,277.252,1.09585,0.69454,1.08905,0.96963,0.9661,0.98816,0.70149,1.05774,0.65554,1.13903,0.00164756,0.00164756,0.00164756
91,280.245,1.09703,0.69143,1.08448,0.96511,0.94915,0.99115,0.69294,1.05482,0.65679,1.15531,0.0016436,0.0016436,0.0016436
92,283.368,1.096,0.7053,1.09008,0.95332,0.98305,0.98837,0.68994,1.0988,0.65238,1.17798,0.00163964,0.00163964,0.00163964
93,286.409,1.1398,0.74892,1.11551,0.98257,0.99153,0.99276,0.69717,1.07877,0.63283,1.13833,0.00163568,0.00163568,0.00163568
94,289.542,1.07796,0.70827,1.08909,0.95934,0.99153,0.99286,0.6956,1.1261,0.65891,1.20037,0.00163172,0.00163172,0.00163172
95,292.69,1.06305,0.68763,1.07898,0.97607,0.9661,0.99185,0.7171,1.03634,0.61045,1.13745,0.00162776,0.00162776,0.00162776
96,295.772,1.10768,0.70499,1.09404,0.96727,0.98305,0.9909,0.66065,1.12908,0.67045,1.21555,0.0016238,0.0016238,0.0016238
97,298.85,1.08237,0.71019,1.11917,0.96651,0.97833,0.98895,0.66666,1.14894,0.69184,1.23862,0.00161984,0.00161984,0.00161984
98,301.926,1.08057,0.69722,1.11859,0.94266,0.97524,0.98806,0.6962,1.05508,0.6718,1.14317,0.00161588,0.00161588,0.00161588
99,304.998,1.09425,0.6944,1.08408,0.92794,0.98212,0.98496,0.6933,1.02218,0.67408,1.14198,0.00161192,0.00161192,0.00161192
100,308.057,1.04431,0.68994,1.07988,0.93478,0.97175,0.98671,0.64981,1.17564,0.7183,1.22702,0.00160796,0.00160796,0.00160796
101,311.201,1.07049,0.67545,1.07219,0.96548,0.95763,0.98913,0.69545,1.03024,0.70974,1.15983,0.001604,0.001604,0.001604
102,314.269,1.04004,0.6672,1.08209,0.97597,0.95763,0.99279,0.69769,1.07988,0.64185,1.17859,0.00160004,0.00160004,0.00160004
103,317.291,1.06651,0.67169,1.07146,0.96498,0.95763,0.99022,0.68771,1.04131,0.65299,1.17295,0.00159608,0.00159608,0.00159608
104,320.366,1.04078,0.68404,1.08461,0.95962,0.9661,0.99024,0.6882,1.05333,0.63705,1.16712,0.00159212,0.00159212,0.00159212
105,323.308,1.08625,0.68284,1.0933,0.96792,0.97458,0.99171,0.70301,1.03071,0.65408,1.16513,0.00158816,0.00158816,0.00158816
106,326.316,1.08889,0.71316,1.08063,0.97274,0.98305,0.99317,0.6839,1.07734,0.66006,1.18562,0.0015842,0.0015842,0.0015842
107,329.363,1.02212,0.67841,1.05948,0.97755,0.98305,0.992,0.68373,1.06475,0.62844,1.14751,0.00158024,0.00158024,0.00158024
108,332.416,1.08501,0.67543,1.09201,0.9804,0.98305,0.99353,0.66979,1.10345,0.63127,1.17727,0.00157628,0.00157628,0.00157628
109,335.666,1.08373,0.68185,1.0871,0.98014,0.98305,0.99295,0.68931,1.08598,0.62583,1.1553,0.00157232,0.00157232,0.00157232
110,338.753,1.06304,0.70149,1.08048,0.96651,0.97817,0.99044,0.72507,0.98592,0.61391,1.11469,0.00156836,0.00156836,0.00156836
111,341.721,1.08904,0.68018,1.08878,0.97424,0.96139,0.99205,0.70348,1.06963,0.65256,1.17512,0.0015644,0.0015644,0.0015644
112,344.76,1.06155,0.67269,1.08386,0.99017,0.99153,0.9939,0.70427,1.06139,0.6269,1.16481,0.00156044,0.00156044,0.00156044
113,347.817,1.06914,0.66378,1.07574,0.96481,0.99153,0.99364,0.69677,1.09563,0.62447,1.18762,0.00155648,0.00155648,0.00155648
114,350.855,1.07076,0.68732,1.07356,0.96169,0.9661,0.98907,0.67397,1.13092,0.65354,1.19326,0.00155252,0.00155252,0.00155252
115,354.042,1.00714,0.64456,1.03894,0.98287,0.97242,0.98948,0.69925,1.05161,0.66459,1.15113,0.00154856,0.00154856,0.00154856
116,357.101,1.0311,0.66759,1.06098,0.94973,0.96073,0.98646,0.68647,1.06507,0.65848,1.14992,0.0015446,0.0015446,0.0015446
117,360.232,1.04064,0.65154,1.07077,0.9675,0.95763,0.98651,0.68063,1.11658,0.64567,1.17398,0.00154064,0.00154064,0.00154064
118,363.171,1.00945,0.63722,1.06336,0.99135,0.95763,0.9914,0.68928,1.04932,0.61682,1.13423,0.00153668,0.00153668,0.00153668
119,366.295,1.00682,0.63601,1.05529,0.98958,0.99153,0.99466,0.68775,1.05262,0.62201,1.15101,0.00153272,0.00153272,0.00153272
120,369.21,1.01022,0.65204,1.06482,0.98281,0.96919,0.99376,0.69476,1.08501,0.61777,1.16401,0.00152876,0.00152876,0.00152876
121,372.3,0.97647,0.63201,1.05764,0.9825,0.95134,0.98947,0.70968,1.03456,0.62271,1.1446,0.0015248,0.0015248,0.0015248
122,375.449,1.01858,0.65855,1.08144,0.97801,0.9661,0.99167,0.68257,1.11317,0.63698,1.19079,0.00152084,0.00152084,0.00152084
123,378.534,1.00235,0.64127,1.04751,0.97435,0.96572,0.98947,0.68848,1.06522,0.6216,1.1395,0.00151688,0.00151688,0.00151688
124,381.715,0.99237,0.62984,1.05453,0.94848,0.99153,0.99343,0.6697,1.08886,0.61264,1.14123,0.00151292,0.00151292,0.00151292
125,384.846,0.99589,0.62468,1.04055,0.94175,0.98305,0.99089,0.68134,1.10137,0.61364,1.17163,0.00150896,0.00150896,0.00150896
126,388.03,1.02897,0.65499,1.06763,0.9693,0.97458,0.99129,0.70542,1.06567,0.60856,1.16619,0.001505,0.001505,0.001505
127,391.14,0.95507,0.60656,1.03107,0.98151,0.9661,0.99229,0.70067,1.08687,0.60922,1.19555,0.00150104,0.00150104,0.00150104
128,394.187,1.05885,0.65561,1.09599,0.95732,0.97458,0.9844,0.67901,1.14674,0.62215,1.20121,0.00149708,0.00149708,0.00149708
129,397.191,1.01324,0.63202,1.04836,0.97651,0.97458,0.99258,0.67987,1.09173,0.59378,1.19433,0.00149312,0.00149312,0.00149312
130,400.184,0.98469,0.63364,1.04745,0.9663,0.97205,0.99229,0.68601,1.0661,0.59493,1.15436,0.00148916,0.00148916,0.00148916
131,403.326,0.98315,0.61898,1.03458,0.96414,0.98305,0.99282,0.69746,1.05415,0.62531,1.15333,0.0014852,0.0014852,0.0014852
132,406.416,1.01073,0.66516,1.07117,0.97949,0.98305,0.99132,0.67691,1.05305,0.60439,1.13855,0.00148124,0.00148124,0.00148124
133,409.505,1.01237,0.64959,1.04653,0.97345,0.97458,0.98778,0.69786,1.02897,0.60327,1.14794,0.00147728,0.00147728,0.00147728
134,412.519,1.0066,0.65597,1.05782,0.96601,0.98305,0.98956,0.72404,1.02859,0.62036,1.14747,0.00147332,0.00147332,0.00147332
135,415.52,1.01401,0.63861,1.06443,0.95548,0.97458,0.98632,0.68408,1.12473,0.62967,1.16509,0.00146936,0.00146936,0.00146936
136,418.702,0.98933,0.63543,1.04337,0.9784,0.9661,0.99315,0.69563,1.08248,0.61454,1.14433,0.0014654,0.0014654,0.0014654
137,421.76,1.01833,0.65514,1.06966,0.9764,0.97458,0.99297,0.73829,0.99674,0.59364,1.10222,0.00146144,0.00146144,0.00146144
138,424.848,1.04425,0.67205,1.06879,0.97417,0.95885,0.9925,0.71535,1.05064,0.6528,1.16855,0.00145748,0.00145748,0.00145748
139,427.883,1.02175,0.66448,1.06114,0.9986,0.9661,0.99338,0.71788,1.02765,0.60302,1.13895,0.00145352,0.00145352,0.00145352
140,430.851,0.98865,0.65118,1.05545,0.98253,0.95326,0.98918,0.70733,1.07439,0.63374,1.18137,0.00144956,0.00144956,0.00144956
141,433.895,1.00458,0.64472,1.06804,0.97283,0.95763,0.99034,0.72474,1.00213,0.60846,1.12824,0.0014456,0.0014456,0.0014456
142,436.91,0.9613,0.6201,1.03257,0.97477,0.98234,0.99265,0.72926,1.01002,0.60242,1.13622,0.00144164,0.00144164,0.00144164
143,440.039,0.98112,0.6254,1.03774,0.98269,0.96235,0.99137,0.67857,1.08086,0.60471,1.14938,0.00143768,0.00143768,0.00143768
144,443.053,0.96386,0.63122,1.03419,0.97954,0.99153,0.99441,0.68685,1.09998,0.63598,1.17628,0.00143372,0.00143372,0.00143372
145,446.051,1.03135,0.64427,1.05393,0.98928,0.98305,0.99333,0.69456,1.06782,0.61062,1.1569,0.00142976,0.00142976,0.00142976
146,449.145,0.95552,0.6097,1.04124,0.98847,0.98305,0.99085,0.70356,1.03684,0.61222,1.16516,0.0014258,0.0014258,0.0014258
147,452.09,0.97679,0.61445,1.05411,0.99132,0.9661,0.99296,0.71027,1.01136,0.62955,1.14049,0.00142184,0.00142184,0.00142184
148,455.169,0.95019,0.61748,1.05109,0.95832,0.97432,0.99235,0.71443,1.04152,0.62884,1.14515,0.00141788,0.00141788,0.00141788
149,458.162,0.97796,0.64159,1.0498,0.96514,0.98305,0.99046,0.70755,1.02963,0.61631,1.14622,0.00141392,0.00141392,0.00141392
150,461.32,1.00117,0.63175,1.05331,0.97525,0.97458,0.99164,0.71993,1.01073,0.64497,1.13153,0.00140996,0.00140996,0.00140996
151,464.285,0.96384,0.62484,1.04134,0.94963,0.95855,0.98522,0.69833,1.03259,0.61567,1.13852,0.001406,0.001406,0.001406
152,467.239,0.97152,0.62676,1.03949,0.95229,0.9661,0.99046,0.72043,1.00214,0.61798,1.12992,0.00140204,0.00140204,0.00140204
153,470.402,0.94664,0.6156,1.03212,0.97065,0.97458,0.99021,0.70253,1.03885,0.62093,1.15211,0.00139808,0.00139808,0.00139808
154,473.414,0.98318,0.62398,1.03532,0.95872,0.98399,0.9926,0.69635,1.06731,0.63564,1.14946,0.00139412,0.00139412,0.00139412
155,476.549,0.95893,0.60097,1.04891,0.99142,0.97942,0.99308,0.71979,1.00431,0.59523,1.11432,0.00139016,0.00139016,0.00139016
156,479.573,0.98931,0.60494,1.02059,0.98498,0.97458,0.9922,0.7296,1.01841,0.57688,1.1295,0.0013862,0.0013862,0.0013862
157,482.728,0.95736,0.58637,1.02143,0.98301,0.98084,0.9918,0.73367,0.97658,0.57767,1.09823,0.00138224,0.00138224,0.00138224
158,485.662,1.00232,0.63125,1.02998,0.983,0.97986,0.99268,0.70374,1.00154,0.58943,1.11245,0.00137828,0.00137828,0.00137828
159,488.884,1.00833,0.62331,1.05003,0.97441,0.96812,0.99302,0.69027,1.06054,0.59282,1.15692,0.00137432,0.00137432,0.00137432
160,492.089,0.98578,0.6126,1.04031,0.9809,0.94915,0.9917,0.69824,1.05743,0.60702,1.15398,0.00137036,0.00137036,0.00137036
161,495.091,0.97872,0.62175,1.02378,0.9913,0.966,0.99362,0.70936,1.01694,0.58369,1.10624,0.0013664,0.0013664,0.0013664
162,498.149,0.95839,0.60367,1.02398,0.97912,0.97458,0.99296,0.73108,1.0142,0.58088,1.07862,0.00136244,0.00136244,0.00136244
163,501.098,0.93876,0.58023,1.00295,0.95808,0.96849,0.99034,0.72799,0.96566,0.57695,1.07577,0.00135848,0.00135848,0.00135848
164,504.185,0.9932,0.63304,1.04461,0.96981,0.97458,0.9921,0.69049,1.048,0.59514,1.12938,0.00135452,0.00135452,0.00135452
165,507.326,0.96718,0.63617,1.0458,0.95841,0.97648,0.99224,0.70799,1.04447,0.58935,1.13824,0.00135056,0.00135056,0.00135056
166,510.226,1.02291,0.63593,1.07541,0.97445,0.98305,0.99306,0.71593,1.00767,0.59208,1.11882,0.0013466,0.0013466,0.0013466
167,513.308,0.97961,0.63665,1.03154,0.97417,0.99153,0.99397,0.7294,1.01181,0.58272,1.10834,0.00134264,0.00134264,0.00134264
168,516.356,0.95339,0.61366,1.01999,0.98135,0.98305,0.99382,0.71881,0.98456,0.56099,1.11507,0.00133868,0.00133868,0.00133868
169,519.279,0.98031,0.60789,1.04373,0.98196,0.99153,0.99406,0.68793,1.07198,0.56851,1.20934,0.00133472,0.00133472,0.00133472
170,522.431,0.97826,0.62348,1.0452,0.98179,0.97458,0.99106,0.71792,0.98059,0.56611,1.11988,0.00133076,0.00133076,0.00133076
171,525.411,0.93394,0.60013,1.00968,0.96655,0.97961,0.99291,0.7126,1.03277,0.59274,1.15818,0.0013268,0.0013268,0.0013268
172,528.492,0.95339,0.59936,1.03496,0.96712,0.99697,0.99389,0.70946,1.09417,0.59438,1.19801,0.00132284,0.00132284,0.00132284
173,531.491,0.94175,0.58987,1.01446,0.97513,1,0.99466,0.74894,1.00917,0.54403,1.12389,0.00131888,0.00131888,0.00131888
174,534.593,0.99037,0.60479,1.03612,0.98844,0.98305,0.99424,0.75297,1.01755,0.54635,1.10728,0.00131492,0.00131492,0.00131492
175,537.59,0.97941,0.60753,1.03966,0.97357,0.98305,0.99041,0.73743,0.99078,0.55996,1.09001,0.00131096,0.00131096,0.00131096
176,540.702,0.93692,0.61426,1.01568,0.96374,0.98305,0.99129,0.73986,1.00604,0.58136,1.11278,0.001307,0.001307,0.001307
177,543.79,0.91574,0.59263,0.99339,0.96651,0.97844,0.99158,0.72784,1.02515,0.59039,1.10583,0.00130304,0.00130304,0.00130304
178,547.022,0.89458,0.58466,1.00172,0.97425,0.98305,0.99365,0.74024,0.99918,0.55359,1.11477,0.00129908,0.00129908,0.00129908
179,550.131,0.94062,0.58962,1.00674,0.99091,0.98305,0.99443,0.74187,0.99356,0.57511,1.11825,0.00129512,0.00129512,0.00129512
180,553.266,0.8959,0.57676,1.01509,0.98982,0.97458,0.99004,0.7171,1.01303,0.59168,1.11276,0.00129116,0.00129116,0.00129116
181,556.193,0.92839,0.60212,1.02088,0.98098,0.97458,0.99115,0.72399,0.99946,0.59491,1.09455,0.0012872,0.0012872,0.0012872
182,559.25,0.94553,0.59961,1.02571,0.99137,0.9737,0.99331,0.72434,1.01065,0.585,1.11768,0.00128324,0.00128324,0.00128324
183,562.389,0.89396,0.58267,1.00629,0.97419,0.97458,0.9936,0.72058,0.98177,0.56859,1.13934,0.00127928,0.00127928,0.00127928
184,565.353,0.94896,0.59912,1.026,0.97509,0.98305,0.99193,0.71268,1.03025,0.59726,1.16247,0.00127532,0.00127532,0.00127532
185,568.464,0.9398,0.5895,1.0177,0.99144,0.98203,0.99425,0.70941,0.98645,0.58563,1.15487,0.00127136,0.00127136,0.00127136
186,571.53,0.9527,0.59321,1.0264,0.9814,0.98305,0.99441,0.74201,0.96098,0.57741,1.1097,0.0012674,0.0012674,0.0012674
