epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,95.9287,1.39663,0.93386,1.23461,0.94099,0.94602,0.98449,0.59016,1.2685,0.86177,1.33596,0.0018911,0.0018911,0.0018911
35,98.6108,1.30609,0.91989,1.2111,0.95406,0.90678,0.97495,0.61421,1.26003,0.8317,1.25772,0.0018878,0.0018878,0.0018878
36,101.34,1.27463,0.88979,1.1778,0.9332,0.91525,0.97384,0.60133,1.20396,0.8562,1.26742,0.0018845,0.0018845,0.0018845
37,104.141,1.34348,0.89545,1.20246,0.9185,0.92373,0.97534,0.58976,1.25814,0.88378,1.30383,0.0018812,0.0018812,0.0018812
38,106.86,1.29082,0.89956,1.21431,0.8974,0.96359,0.97603,0.63745,1.17386,0.80889,1.25585,0.0018779,0.0018779,0.0018779
39,109.661,1.28105,0.85849,1.20899,0.92813,0.92373,0.96821,0.61642,1.20303,0.85277,1.24908,0.0018746,0.0018746,0.0018746
40,112.285,1.33578,0.89662,1.18835,0.90278,0.91525,0.96752,0.59406,1.30623,0.83392,1.23743,0.0018713,0.0018713,0.0018713
41,115.129,1.33377,0.87778,1.19659,0.92764,0.88983,0.94592,0.58485,1.29894,0.89004,1.27334,0.001868,0.001868,0.001868
42,117.797,1.30465,0.88367,1.19893,0.92843,0.90678,0.96482,0.60241,1.2156,0.86002,1.21416,0.0018647,0.0018647,0.0018647
43,120.522,1.309,0.86066,1.21156,0.94816,0.92994,0.97846,0.64394,1.14815,0.79892,1.1979,0.0018614,0.0018614,0.0018614
44,123.199,1.24874,0.85692,1.18026,0.90044,0.88983,0.95274,0.57507,1.21674,0.86735,1.24764,0.0018581,0.0018581,0.0018581
45,125.896,1.27991,0.86727,1.1977,0.91708,0.93725,0.9761,0.62279,1.21113,0.80695,1.28608,0.0018548,0.0018548,0.0018548
46,128.889,1.32444,0.85971,1.19947,0.9411,0.92373,0.97477,0.62347,1.26844,0.80866,1.29527,0.0018515,0.0018515,0.0018515
47,131.636,1.26982,0.87636,1.19958,0.94724,0.91283,0.98003,0.6171,1.25779,0.81113,1.26432,0.0018482,0.0018482,0.0018482
48,134.336,1.25474,0.87903,1.18016,0.89491,0.9322,0.97091,0.61883,1.21511,0.79019,1.25021,0.0018449,0.0018449,0.0018449
49,137.093,1.24716,0.831,1.18603,0.92241,0.9322,0.97512,0.64925,1.14386,0.76619,1.17592,0.0018416,0.0018416,0.0018416
50,139.718,1.19769,0.8188,1.13014,0.93275,0.9322,0.98098,0.62338,1.25199,0.80718,1.2587,0.0018383,0.0018383,0.0018383
51,142.367,1.25497,0.86924,1.17089,0.97074,0.94068,0.98616,0.67501,1.1416,0.727,1.15787,0.001835,0.001835,0.001835
52,145.12,1.19419,0.79977,1.15064,0.9195,0.9661,0.97782,0.63936,1.1705,0.75104,1.18525,0.0018317,0.0018317,0.0018317
53,147.788,1.26126,0.83194,1.15337,0.91905,0.9621,0.97125,0.62523,1.23286,0.77339,1.21753,0.0018284,0.0018284,0.0018284
54,150.516,1.21165,0.82946,1.15427,0.92561,0.97458,0.98296,0.63916,1.17261,0.8172,1.2016,0.0018251,0.0018251,0.0018251
55,153.346,1.22954,0.816,1.15578,0.98609,0.94068,0.98936,0.65951,1.17897,0.73208,1.17338,0.0018218,0.0018218,0.0018218
56,156.099,1.24396,0.83749,1.15048,0.9574,0.95233,0.98735,0.66655,1.1362,0.73898,1.18305,0.0018185,0.0018185,0.0018185
57,158.729,1.23081,0.79473,1.14059,0.9514,0.94915,0.98231,0.61997,1.1931,0.77294,1.23579,0.0018152,0.0018152,0.0018152
58,161.401,1.23298,0.8282,1.15552,0.94195,0.96253,0.98609,0.66528,1.13738,0.77152,1.22406,0.0018119,0.0018119,0.0018119
59,164.055,1.1593,0.78561,1.12848,0.94189,0.96158,0.9829,0.66738,1.0803,0.73269,1.17588,0.0018086,0.0018086,0.0018086
60,166.775,1.2055,0.76652,1.157,0.94202,0.96382,0.98833,0.64102,1.24851,0.77851,1.30478,0.0018053,0.0018053,0.0018053
61,169.346,1.21014,0.77771,1.15276,0.94846,0.93568,0.98211,0.6647,1.11717,0.75283,1.2363,0.001802,0.001802,0.001802
62,172.121,1.20646,0.75514,1.16637,0.94743,0.97458,0.98911,0.66073,1.13955,0.78968,1.2451,0.0017987,0.0017987,0.0017987
63,174.824,1.19976,0.77322,1.16898,0.91214,0.96778,0.98697,0.66336,1.12061,0.73809,1.24439,0.0017954,0.0017954,0.0017954
64,177.751,1.21281,0.76186,1.13937,0.9511,0.94915,0.97274,0.61831,1.24781,0.78387,1.21398,0.0017921,0.0017921,0.0017921
65,180.264,1.18637,0.76081,1.14955,0.93711,0.94915,0.9807,0.63657,1.20122,0.79644,1.2373,0.0017888,0.0017888,0.0017888
66,182.839,1.19542,0.76436,1.1278,0.97324,0.94068,0.98677,0.67646,1.11392,0.70201,1.18062,0.0017855,0.0017855,0.0017855
67,185.574,1.21886,0.77713,1.14303,0.95001,0.96623,0.98673,0.64776,1.13187,0.79276,1.19503,0.0017822,0.0017822,0.0017822
68,188.31,1.22904,0.79221,1.17923,0.93486,0.95763,0.98666,0.63359,1.17287,0.76909,1.24287,0.0017789,0.0017789,0.0017789
69,190.965,1.22198,0.78504,1.14458,0.9654,0.9661,0.98621,0.61733,1.25794,0.74114,1.24868,0.0017756,0.0017756,0.0017756
70,193.74,1.13139,0.73147,1.10991,0.95797,0.96582,0.98687,0.68707,1.09089,0.7007,1.15428,0.0017723,0.0017723,0.0017723
71,196.41,1.19352,0.73001,1.12566,0.96686,0.9889,0.99213,0.69186,1.08722,0.69059,1.16022,0.001769,0.001769,0.001769
72,199.096,1.20997,0.77286,1.14327,0.95809,0.96869,0.98862,0.69002,1.053,0.74714,1.1822,0.0017657,0.0017657,0.0017657
73,201.973,1.15497,0.76132,1.10973,0.94999,0.96594,0.98394,0.69485,1.03471,0.69639,1.1541,0.0017624,0.0017624,0.0017624
74,204.738,1.16703,0.75121,1.1351,0.93222,0.93248,0.98174,0.65502,1.16831,0.73565,1.19367,0.0017591,0.0017591,0.0017591
75,207.466,1.1809,0.77424,1.15,0.95918,0.95763,0.98229,0.67672,1.0735,0.76095,1.16937,0.0017558,0.0017558,0.0017558
76,210.132,1.20574,0.75942,1.14635,0.9271,0.9661,0.98867,0.67344,1.09023,0.68496,1.17681,0.0017525,0.0017525,0.0017525
77,212.731,1.14554,0.72977,1.1103,0.95811,0.9691,0.99057,0.71349,1.01119,0.66219,1.12765,0.0017492,0.0017492,0.0017492
78,215.482,1.13773,0.73961,1.0958,0.92634,0.95919,0.98588,0.67985,1.14013,0.71334,1.22783,0.0017459,0.0017459,0.0017459
79,218.183,1.10391,0.70781,1.09714,0.95905,0.91525,0.98474,0.68869,1.09565,0.68962,1.19066,0.0017426,0.0017426,0.0017426
80,220.884,1.0965,0.69964,1.07471,0.89881,0.97863,0.98511,0.66646,1.11058,0.74265,1.20099,0.0017393,0.0017393,0.0017393
81,223.58,1.10415,0.74302,1.09043,0.91308,0.9322,0.96995,0.63116,1.18682,0.74513,1.21519,0.001736,0.001736,0.001736
82,226.316,1.09164,0.70699,1.07004,0.96078,0.95763,0.99112,0.70263,1.05078,0.66697,1.12937,0.0017327,0.0017327,0.0017327
83,229.198,1.10993,0.73743,1.10628,0.9348,0.97212,0.98853,0.69511,1.06493,0.68147,1.16045,0.0017294,0.0017294,0.0017294
84,231.891,1.09517,0.7122,1.11367,0.98257,0.95546,0.98885,0.67687,1.09201,0.69544,1.15858,0.0017261,0.0017261,0.0017261
85,234.597,1.11423,0.68391,1.10161,0.96623,0.97003,0.9922,0.68879,1.08813,0.63529,1.13766,0.0017228,0.0017228,0.0017228
86,237.33,1.12738,0.71751,1.10164,0.9741,0.95617,0.99038,0.67995,1.06276,0.67852,1.14702,0.0017195,0.0017195,0.0017195
87,240.021,1.1379,0.73647,1.12527,0.95352,0.97458,0.98656,0.67696,1.10515,0.66208,1.18048,0.0017162,0.0017162,0.0017162
88,242.732,1.08419,0.68758,1.09622,0.97463,0.97679,0.99095,0.6951,1.08996,0.67053,1.20421,0.0017129,0.0017129,0.0017129
89,245.38,1.08354,0.70633,1.11439,0.94857,0.94915,0.98508,0.6699,1.11093,0.68455,1.18908,0.0017096,0.0017096,0.0017096
90,248.049,1.14471,0.72797,1.12141,0.95745,0.9322,0.98566,0.70024,1.08933,0.66987,1.16319,0.0017063,0.0017063,0.0017063
91,250.765,1.08589,0.68884,1.10426,0.99115,0.94882,0.98956,0.70528,1.06239,0.63723,1.15523,0.001703,0.001703,0.001703
92,253.754,1.1348,0.7567,1.13913,0.91622,0.92674,0.97783,0.59015,1.36236,0.74217,1.25521,0.0016997,0.0016997,0.0016997
93,256.398,1.13699,0.75262,1.12808,0.96685,0.98862,0.99237,0.68685,1.10709,0.6484,1.16057,0.0016964,0.0016964,0.0016964
94,259.034,1.13346,0.73079,1.10113,0.95872,0.98406,0.99297,0.69502,1.06032,0.62765,1.11068,0.0016931,0.0016931,0.0016931
95,261.73,1.09474,0.68541,1.06459,0.97669,0.9661,0.98976,0.68661,1.14665,0.67412,1.14581,0.0016898,0.0016898,0.0016898
96,264.396,1.07573,0.68812,1.09364,0.9826,0.98305,0.99442,0.71613,1.05056,0.65937,1.15276,0.0016865,0.0016865,0.0016865
97,266.993,1.15601,0.71834,1.13843,0.97605,0.90678,0.98293,0.59406,1.40562,0.77324,1.27749,0.0016832,0.0016832,0.0016832
98,269.691,1.12082,0.69385,1.11413,0.97453,0.9661,0.99169,0.68813,1.08404,0.6747,1.15457,0.0016799,0.0016799,0.0016799
99,272.386,1.15896,0.73294,1.12014,0.96416,0.97458,0.99278,0.70371,1.05818,0.67859,1.16297,0.0016766,0.0016766,0.0016766
100,275.16,1.11777,0.70941,1.10971,0.96594,0.96131,0.99196,0.68029,1.11884,0.67072,1.18386,0.0016733,0.0016733,0.0016733
101,278.022,1.12044,0.70549,1.1113,0.96979,0.97458,0.99225,0.68233,1.11201,0.64823,1.16908,0.00167,0.00167,0.00167
102,280.641,1.04446,0.69503,1.07081,0.97214,0.95763,0.98993,0.69976,1.07133,0.67686,1.16413,0.0016667,0.0016667,0.0016667
103,283.329,1.13002,0.7029,1.10092,0.96062,0.95763,0.98536,0.68695,1.11857,0.67236,1.18043,0.0016634,0.0016634,0.0016634
104,286.031,1.09378,0.67941,1.06062,0.95969,0.9661,0.9921,0.70491,1.06568,0.66219,1.11772,0.0016601,0.0016601,0.0016601
105,288.719,1.08338,0.69323,1.08576,0.97422,0.94915,0.98924,0.69781,1.06425,0.68954,1.13464,0.0016568,0.0016568,0.0016568
106,291.446,1.07649,0.67914,1.07378,0.96197,0.9322,0.98284,0.70055,1.05021,0.67073,1.12296,0.0016535,0.0016535,0.0016535
107,294.133,1.06484,0.68302,1.08713,0.99827,0.92373,0.99022,0.68242,1.12392,0.64078,1.13148,0.0016502,0.0016502,0.0016502
108,296.86,1.08569,0.68068,1.07487,0.9824,0.94599,0.98807,0.69864,1.08039,0.63523,1.14679,0.0016469,0.0016469,0.0016469
109,299.767,1.07851,0.69789,1.08459,0.94297,0.98083,0.98974,0.69823,1.06561,0.62677,1.12813,0.0016436,0.0016436,0.0016436
110,302.493,1.12143,0.69387,1.08535,0.97819,0.97458,0.99045,0.6701,1.07614,0.62955,1.16134,0.0016403,0.0016403,0.0016403
111,305.164,1.07588,0.67189,1.0758,0.95519,0.98305,0.99306,0.69948,1.07301,0.64566,1.15962,0.001637,0.001637,0.001637
112,307.851,1.0661,0.67735,1.07269,0.9632,0.9661,0.99228,0.69104,1.05662,0.6239,1.15174,0.0016337,0.0016337,0.0016337
113,310.607,1.07546,0.66581,1.09942,0.94965,0.9661,0.98683,0.70333,1.00914,0.63424,1.15898,0.0016304,0.0016304,0.0016304
114,313.306,1.06897,0.70421,1.10008,0.97138,0.95763,0.99102,0.71116,0.99589,0.61526,1.12865,0.0016271,0.0016271,0.0016271
115,316.03,1.00578,0.67228,1.04893,0.97496,0.98983,0.99355,0.69251,1.07227,0.63386,1.14982,0.0016238,0.0016238,0.0016238
116,318.736,1.05705,0.66167,1.07379,0.97311,0.98305,0.99234,0.68205,1.09489,0.62671,1.17657,0.0016205,0.0016205,0.0016205
117,321.438,1.05274,0.69402,1.09317,0.93928,0.9661,0.98898,0.65046,1.16175,0.67497,1.21288,0.0016172,0.0016172,0.0016172
118,324.354,1.06372,0.67349,1.08121,0.99064,0.99153,0.99441,0.68846,1.09652,0.64085,1.19737,0.0016139,0.0016139,0.0016139
119,326.965,1.0305,0.688,1.07298,0.97477,0.98225,0.99041,0.71046,1.03199,0.60435,1.10023,0.0016106,0.0016106,0.0016106
120,329.706,1.07443,0.67947,1.07454,0.96674,0.98544,0.99212,0.7232,1.03697,0.60088,1.10329,0.0016073,0.0016073,0.0016073
121,332.33,1.02966,0.67152,1.04635,0.98358,0.97458,0.99307,0.71243,1.02656,0.62372,1.09307,0.001604,0.001604,0.001604
122,335.028,1.03837,0.6731,1.06087,0.95784,0.9661,0.98889,0.71253,1.0203,0.62306,1.11254,0.0016007,0.0016007,0.0016007
123,337.646,1.07439,0.67579,1.0746,0.97005,0.9661,0.99177,0.70545,1.08968,0.61919,1.15289,0.0015974,0.0015974,0.0015974
124,340.321,1.06151,0.65378,1.06414,0.94679,0.98305,0.99136,0.71129,1.07981,0.63307,1.13926,0.0015941,0.0015941,0.0015941
125,343.049,1.03245,0.65315,1.06517,0.9764,1,0.99223,0.69917,1.0778,0.61478,1.18268,0.0015908,0.0015908,0.0015908
126,345.754,1.05196,0.66077,1.08109,0.98299,0.97972,0.99458,0.71407,1.05142,0.60739,1.16252,0.0015875,0.0015875,0.0015875
127,348.627,1.01153,0.63866,1.05249,0.98008,0.98305,0.9939,0.71797,1.03448,0.59971,1.12907,0.0015842,0.0015842,0.0015842
128,351.286,1.0011,0.63275,1.04281,0.98131,0.99153,0.99319,0.72341,1.00041,0.6142,1.11008,0.0015809,0.0015809,0.0015809
129,353.903,1.02577,0.66287,1.06401,0.9646,1,0.99298,0.71462,1.02165,0.65201,1.14126,0.0015776,0.0015776,0.0015776
130,356.533,0.99903,0.64039,1.04013,0.9747,0.97959,0.99093,0.69684,1.09353,0.61919,1.1698,0.0015743,0.0015743,0.0015743
131,359.234,1.00685,0.64587,1.04921,0.9856,0.98305,0.99449,0.7093,1.05247,0.6174,1.16148,0.001571,0.001571,0.001571
132,361.875,1.0296,0.65983,1.06226,0.94278,0.99153,0.99168,0.69617,1.05414,0.60745,1.14774,0.0015677,0.0015677,0.0015677
133,364.51,1.00511,0.63634,1.06288,0.98262,0.95834,0.99007,0.69457,1.04275,0.61435,1.13181,0.0015644,0.0015644,0.0015644
134,367.164,1.00589,0.64967,1.05584,0.96652,0.97875,0.99338,0.72502,1.02206,0.58982,1.13629,0.0015611,0.0015611,0.0015611
135,369.821,1.02573,0.6915,1.07942,0.98793,0.98305,0.99381,0.72699,1.06253,0.58761,1.14534,0.0015578,0.0015578,0.0015578
136,372.731,1.04576,0.663,1.06079,0.95849,0.97853,0.9927,0.71661,1.0751,0.6063,1.12031,0.0015545,0.0015545,0.0015545
137,375.42,1.01052,0.66641,1.06359,0.98146,1,0.99441,0.70982,1.04592,0.61692,1.15444,0.0015512,0.0015512,0.0015512
138,378.092,1.06023,0.69316,1.08172,0.95691,0.9661,0.99105,0.70928,1.02274,0.61769,1.11612,0.0015479,0.0015479,0.0015479
139,380.725,1.01183,0.64428,1.04956,0.96738,0.95763,0.99022,0.70564,1.05551,0.6221,1.13383,0.0015446,0.0015446,0.0015446
140,383.406,1.0317,0.65229,1.0783,0.97152,0.98305,0.99269,0.72451,0.98943,0.59173,1.1185,0.0015413,0.0015413,0.0015413
141,386.061,1.01481,0.64251,1.05222,0.9764,0.95763,0.99111,0.68376,1.08129,0.64244,1.15122,0.001538,0.001538,0.001538
142,388.777,1.03538,0.64638,1.07559,0.9913,0.96508,0.99287,0.71218,1.03801,0.6085,1.16754,0.0015347,0.0015347,0.0015347
143,391.407,1.00142,0.61959,1.05362,0.96691,0.99055,0.99165,0.7233,1.00244,0.59338,1.12018,0.0015314,0.0015314,0.0015314
144,394.337,1.00106,0.63488,1.04008,0.98277,0.96681,0.993,0.712,1.01051,0.59974,1.13057,0.0015281,0.0015281,0.0015281
145,396.932,1.02269,0.63081,1.05924,0.97496,0.97458,0.99334,0.71843,1.00616,0.59732,1.13944,0.0015248,0.0015248,0.0015248
146,399.549,1.01213,0.64214,1.05966,0.98872,0.97458,0.99133,0.70598,1.05516,0.62685,1.14396,0.0015215,0.0015215,0.0015215
147,402.173,1.01018,0.63891,1.04855,0.98274,0.96489,0.99248,0.69841,1.03521,0.62083,1.12944,0.0015182,0.0015182,0.0015182
148,404.935,0.96386,0.61662,1.03362,0.98521,0.9661,0.99242,0.70307,1.02334,0.59754,1.12728,0.0015149,0.0015149,0.0015149
149,407.655,1.04409,0.6312,1.05116,0.96263,0.9661,0.98809,0.69292,1.03222,0.60775,1.12767,0.0015116,0.0015116,0.0015116
150,410.405,1.00121,0.62607,1.04899,0.99152,0.9906,0.99458,0.72252,0.98542,0.5695,1.09876,0.0015083,0.0015083,0.0015083
151,413.079,0.96813,0.61402,1.02465,0.95893,0.98939,0.9914,0.70679,0.99798,0.61369,1.11474,0.001505,0.001505,0.001505
152,415.793,0.98127,0.62469,1.0374,0.93471,0.98305,0.98148,0.6716,1.07676,0.63743,1.13695,0.0015017,0.0015017,0.0015017
153,418.652,1.03109,0.65031,1.04828,0.93675,0.99153,0.9838,0.66841,1.07145,0.63707,1.14267,0.0014984,0.0014984,0.0014984
154,421.315,0.96461,0.61694,1.03178,0.94283,0.97829,0.98776,0.69574,1.01437,0.61838,1.1537,0.0014951,0.0014951,0.0014951
155,423.961,0.96083,0.6129,1.02662,0.97555,0.97458,0.99239,0.70879,1.02017,0.5883,1.14995,0.0014918,0.0014918,0.0014918
156,426.698,0.95212,0.59141,1.02832,0.98307,0.98305,0.99433,0.71758,1.02436,0.57081,1.1422,0.0014885,0.0014885,0.0014885
157,429.322,1.04344,0.65527,1.07479,0.97485,0.98552,0.99415,0.71449,1.08904,0.59116,1.18418,0.0014852,0.0014852,0.0014852
158,431.997,1.0028,0.62458,1.0314,0.96652,0.97859,0.99237,0.72213,1.02905,0.60715,1.12562,0.0014819,0.0014819,0.0014819
159,434.733,0.96463,0.62909,1.04178,0.97462,0.97644,0.99433,0.69855,1.05189,0.61582,1.13672,0.0014786,0.0014786,0.0014786
160,437.383,0.92539,0.60635,1.01266,0.98297,0.97848,0.99359,0.70368,1.04871,0.60854,1.13705,0.0014753,0.0014753,0.0014753
161,440.073,0.99749,0.63908,1.03594,0.98771,0.9661,0.99081,0.7256,1.0361,0.5982,1.14847,0.001472,0.001472,0.001472
162,443.011,0.94665,0.60598,1.01966,0.98674,0.99153,0.995,0.7171,0.98788,0.58088,1.12884,0.0014687,0.0014687,0.0014687
163,445.84,0.97436,0.61661,1.03894,0.99122,0.95628,0.99264,0.72245,0.97143,0.59677,1.11314,0.0014654,0.0014654,0.0014654
164,448.476,0.9701,0.61835,1.01498,0.98304,0.98305,0.99458,0.6915,1.05243,0.61685,1.16486,0.0014621,0.0014621,0.0014621
165,451.249,0.97535,0.63333,1.03687,0.96652,0.98305,0.993,0.70429,1.04827,0.58575,1.13585,0.0014588,0.0014588,0.0014588
166,454.039,0.95413,0.6066,1.02255,0.97486,0.97458,0.99355,0.71987,1.05078,0.61612,1.16082,0.0014555,0.0014555,0.0014555
167,456.843,0.99196,0.64555,1.0441,0.96607,0.97458,0.99046,0.73454,0.98663,0.58388,1.11528,0.0014522,0.0014522,0.0014522
168,459.454,0.96434,0.64057,1.03335,0.9669,0.9903,0.99382,0.74759,0.97026,0.56923,1.10125,0.0014489,0.0014489,0.0014489
169,462.143,0.95355,0.62978,1.03679,0.99144,0.98184,0.99193,0.74481,0.97644,0.56726,1.09535,0.0014456,0.0014456,0.0014456
170,464.925,0.96182,0.60541,1.05823,0.96557,0.98305,0.99334,0.74453,0.96762,0.57802,1.08678,0.0014423,0.0014423,0.0014423
171,467.731,0.93757,0.5982,1.01465,0.99109,0.99153,0.99492,0.75806,0.9518,0.55979,1.09615,0.001439,0.001439,0.001439
172,470.394,0.94315,0.59586,1.00395,0.98975,0.98305,0.99483,0.73668,0.95928,0.56764,1.0778,0.0014357,0.0014357,0.0014357
173,473.041,0.95453,0.60401,1.02778,0.99142,0.9796,0.99381,0.73779,0.97213,0.56209,1.06799,0.0014324,0.0014324,0.0014324
174,475.694,0.94893,0.62243,1.03099,0.96473,0.99153,0.99303,0.70843,1.03888,0.59893,1.1163,0.0014291,0.0014291,0.0014291
175,478.335,0.9493,0.60515,1.01933,0.98635,0.97458,0.9922,0.71482,1.00696,0.5869,1.10597,0.0014258,0.0014258,0.0014258
176,481.033,0.96111,0.59306,1.00886,0.99074,0.99153,0.99331,0.71934,1.04712,0.5875,1.13403,0.0014225,0.0014225,0.0014225
177,483.661,0.98109,0.62487,1.04261,0.98402,0.97458,0.99442,0.71783,1.02789,0.59969,1.11574,0.0014192,0.0014192,0.0014192
178,486.389,0.97404,0.61773,1.029,0.99824,0.98305,0.99475,0.73408,0.94927,0.58271,1.09515,0.0014159,0.0014159,0.0014159
179,489.09,0.97392,0.63156,1.03075,0.9747,0.97935,0.99248,0.72611,1.00837,0.57981,1.11326,0.0014126,0.0014126,0.0014126
180,492.01,0.96482,0.59868,1.01989,0.95871,0.98305,0.99358,0.72732,0.95589,0.57165,1.11102,0.0014093,0.0014093,0.0014093
181,494.67,0.9615,0.61092,1.0294,0.96888,0.98305,0.99402,0.74036,0.9276,0.55842,1.10652,0.001406,0.001406,0.001406
182,497.361,0.93824,0.5724,1.01966,0.97471,0.98007,0.99344,0.73303,0.93451,0.5607,1.09834,0.0014027,0.0014027,0.0014027
183,499.998,0.92346,0.59094,1.01059,0.97303,0.98305,0.99288,0.7344,0.95989,0.54628,1.07742,0.0013994,0.0013994,0.0013994
184,502.673,0.9349,0.60475,1.00835,0.97482,0.98425,0.99291,0.73829,0.98184,0.54486,1.10172,0.0013961,0.0013961,0.0013961
185,505.34,0.95906,0.59079,1.02046,0.97939,0.97458,0.99342,0.71598,1.001,0.5633,1.10429,0.0013928,0.0013928,0.0013928
186,508.026,0.94968,0.60911,1.01916,0.95801,0.96665,0.99159,0.71038,1.04215,0.58583,1.13003,0.0013895,0.0013895,0.0013895
